state,country,confirmed,deaths,date,month,year,population,confirmed_1d,confirmed_moving_avg_7d,confirmed_moving_avg_7d_rate_14d,confirmed_trend,deaths_1d,deaths_moving_avg_7d,deaths_moving_avg_7d_rate_14d,deaths_trend
Acre,Brazil,41689,796,2021-01-01,2021-01,2021,881935.0,,,,,,,,
Acre,Brazil,41941,798,2021-01-02,2021-01,2021,881935.0,252.0,,,,2.0,,,
Acre,Brazil,42046,802,2021-01-03,2021-01,2021,881935.0,105.0,,,,4.0,,,
Acre,Brazil,42117,806,2021-01-04,2021-01,2021,881935.0,71.0,,,,4.0,,,
Acre,Brazil,42170,808,2021-01-05,2021-01,2021,881935.0,53.0,,,,2.0,,,
Acre,Brazil,42378,814,2021-01-06,2021-01,2021,881935.0,208.0,,,,6.0,,,
Acre,Brazil,42478,821,2021-01-07,2021-01,2021,881935.0,100.0,,,,7.0,,,
Acre,Brazil,42814,823,2021-01-08,2021-01,2021,881935.0,336.0,161.0,,,2.0,4.0,,
Acre,Brazil,42908,823,2021-01-09,2021-01,2021,881935.0,94.0,139.0,,,0.0,4.0,,
Acre,Brazil,43127,825,2021-01-10,2021-01,2021,881935.0,219.0,155.0,,,2.0,4.0,,
Acre,Brazil,43346,826,2021-01-11,2021-01,2021,881935.0,219.0,176.0,,,1.0,3.0,,
Acre,Brazil,43432,827,2021-01-12,2021-01,2021,881935.0,86.0,181.0,,,1.0,3.0,,
Acre,Brazil,43785,829,2021-01-13,2021-01,2021,881935.0,353.0,201.0,,,2.0,3.0,,
Acre,Brazil,44068,832,2021-01-14,2021-01,2021,881935.0,283.0,228.0,,,3.0,2.0,,
Acre,Brazil,44156,835,2021-01-15,2021-01,2021,881935.0,88.0,192.0,,,3.0,2.0,,
Acre,Brazil,44621,835,2021-01-16,2021-01,2021,881935.0,465.0,245.0,,,0.0,2.0,,
Acre,Brazil,44767,836,2021-01-17,2021-01,2021,881935.0,146.0,235.0,,,1.0,2.0,,
Acre,Brazil,44775,837,2021-01-18,2021-01,2021,881935.0,8.0,205.0,,,1.0,2.0,,
Acre,Brazil,45208,839,2021-01-19,2021-01,2021,881935.0,433.0,254.0,,,2.0,2.0,,
Acre,Brazil,45429,840,2021-01-20,2021-01,2021,881935.0,221.0,235.0,,,1.0,2.0,,
Acre,Brazil,45729,844,2021-01-21,2021-01,2021,881935.0,300.0,238.0,,,4.0,2.0,,
Acre,Brazil,45987,846,2021-01-22,2021-01,2021,881935.0,258.0,262.0,1.6273291925465838,upward,2.0,2.0,0.5,downward
Acre,Brazil,46239,848,2021-01-23,2021-01,2021,881935.0,252.0,232.0,1.669064748201439,upward,2.0,2.0,0.5,downward
Acre,Brazil,46429,850,2021-01-24,2021-01,2021,881935.0,190.0,238.0,1.5354838709677419,upward,2.0,2.0,0.5,downward
Acre,Brazil,46539,854,2021-01-25,2021-01,2021,881935.0,110.0,252.0,1.4318181818181819,upward,4.0,3.0,1.0,stable
Acre,Brazil,46774,856,2021-01-26,2021-01,2021,881935.0,235.0,224.0,1.2375690607734806,upward,2.0,3.0,1.0,stable
Acre,Brazil,47119,858,2021-01-27,2021-01,2021,881935.0,345.0,242.0,1.2039800995024876,upward,2.0,3.0,1.0,stable
Acre,Brazil,47461,860,2021-01-28,2021-01,2021,881935.0,342.0,248.0,1.087719298245614,stable,2.0,3.0,1.5,upward
Acre,Brazil,47936,861,2021-01-29,2021-01,2021,881935.0,475.0,279.0,1.453125,upward,1.0,3.0,1.5,upward
Acre,Brazil,48347,864,2021-01-30,2021-01,2021,881935.0,411.0,302.0,1.2326530612244897,upward,3.0,3.0,1.5,upward
Acre,Brazil,48467,867,2021-01-31,2021-01,2021,881935.0,120.0,292.0,1.2425531914893617,upward,3.0,3.0,1.5,upward
Acre,Brazil,48820,873,2021-02-01,2021-02,2021,881935.0,353.0,326.0,1.5902439024390245,upward,6.0,3.0,1.5,upward
Acre,Brazil,49049,876,2021-02-02,2021-02,2021,881935.0,229.0,325.0,1.279527559055118,upward,3.0,3.0,1.5,upward
Acre,Brazil,49547,879,2021-02-03,2021-02,2021,881935.0,498.0,347.0,1.476595744680851,upward,3.0,3.0,1.5,upward
Acre,Brazil,49944,882,2021-02-04,2021-02,2021,881935.0,397.0,355.0,1.4915966386554622,upward,3.0,4.0,2.0,upward
Acre,Brazil,50122,884,2021-02-05,2021-02,2021,881935.0,178.0,313.0,1.1946564885496183,upward,2.0,4.0,2.0,upward
Acre,Brazil,50454,886,2021-02-06,2021-02,2021,887777.0,332.0,301.0,1.2974137931034482,upward,2.0,4.0,2.0,upward
Acre,Brazil,50546,888,2021-02-07,2021-02,2021,881935.0,92.0,297.0,1.2478991596638656,upward,2.0,3.0,1.5,upward
Acre,Brazil,50694,893,2021-02-08,2021-02,2021,884517.0,148.0,268.0,1.0634920634920635,stable,5.0,3.0,1.0,stable
Acre,Brazil,51269,900,2021-02-09,2021-02,2021,881935.0,575.0,318.0,1.4196428571428572,upward,7.0,4.0,1.3333333333333333,upward
Acre,Brazil,51679,902,2021-02-10,2021-02,2021,881935.0,410.0,305.0,1.2603305785123966,upward,2.0,4.0,1.3333333333333333,upward
Acre,Brazil,52172,907,2021-02-11,2021-02,2021,881935.0,493.0,319.0,1.2862903225806452,upward,5.0,4.0,1.3333333333333333,upward
Acre,Brazil,52548,910,2021-02-12,2021-02,2021,881935.0,376.0,347.0,1.2437275985663083,upward,3.0,4.0,1.3333333333333333,upward
Acre,Brazil,52920,917,2021-02-13,2021-02,2021,881935.0,372.0,353.0,1.1688741721854305,upward,7.0,5.0,1.6666666666666667,upward
Acre,Brazil,53027,921,2021-02-14,2021-02,2021,881935.0,107.0,355.0,1.2157534246575343,upward,4.0,5.0,1.6666666666666667,upward
Acre,Brazil,53455,931,2021-02-15,2021-02,2021,881935.0,428.0,395.0,1.2116564417177915,upward,10.0,6.0,2.0,upward
Acre,Brazil,53590,932,2021-02-16,2021-02,2021,881935.0,135.0,332.0,1.0215384615384615,stable,1.0,5.0,1.6666666666666667,upward
Acre,Brazil,53892,940,2021-02-17,2021-02,2021,881935.0,302.0,317.0,0.9135446685878963,stable,8.0,6.0,2.0,upward
Acre,Brazil,54130,948,2021-02-18,2021-02,2021,881935.0,238.0,280.0,0.7887323943661971,stable,8.0,6.0,1.5,upward
Acre,Brazil,54562,951,2021-02-19,2021-02,2021,881935.0,432.0,288.0,0.9201277955271565,stable,3.0,6.0,1.5,upward
Acre,Brazil,54743,957,2021-02-20,2021-02,2021,881935.0,181.0,261.0,0.867109634551495,stable,6.0,6.0,1.5,upward
Acre,Brazil,54786,963,2021-02-21,2021-02,2021,881935.0,43.0,252.0,0.8484848484848485,stable,6.0,6.0,2.0,upward
Acre,Brazil,54969,968,2021-02-22,2021-02,2021,881935.0,183.0,217.0,0.8097014925373134,stable,5.0,6.0,2.0,upward
Acre,Brazil,55591,974,2021-02-23,2021-02,2021,881935.0,622.0,286.0,0.89937106918239,stable,6.0,6.0,1.5,upward
Acre,Brazil,55881,975,2021-02-24,2021-02,2021,881935.0,290.0,285.0,0.9344262295081968,stable,1.0,5.0,1.25,upward
Acre,Brazil,56257,982,2021-02-25,2021-02,2021,881935.0,376.0,304.0,0.9529780564263323,stable,7.0,5.0,1.25,upward
Acre,Brazil,56731,986,2021-02-26,2021-02,2021,881935.0,474.0,310.0,0.8933717579250721,stable,4.0,5.0,1.25,upward
Acre,Brazil,57337,996,2021-02-27,2021-02,2021,881935.0,606.0,371.0,1.0509915014164306,stable,10.0,6.0,1.2,upward
Acre,Brazil,57534,998,2021-02-28,2021-02,2021,881935.0,197.0,393.0,1.1070422535211268,stable,2.0,5.0,1.0,stable
Acre,Brazil,57894,1012,2021-03-01,2021-03,2021,881935.0,360.0,418.0,1.058227848101266,stable,14.0,7.0,1.1666666666666667,upward
Acre,Brazil,58081,1020,2021-03-02,2021-03,2021,881935.0,187.0,356.0,1.072289156626506,stable,8.0,7.0,1.4,upward
Acre,Brazil,58506,1030,2021-03-03,2021-03,2021,881935.0,425.0,375.0,1.1829652996845426,upward,10.0,8.0,1.3333333333333333,upward
Acre,Brazil,58884,1037,2021-03-04,2021-03,2021,881935.0,378.0,376.0,1.3428571428571427,upward,7.0,8.0,1.3333333333333333,upward
Acre,Brazil,59500,1047,2021-03-05,2021-03,2021,881935.0,616.0,396.0,1.375,upward,10.0,9.0,1.5,upward
Acre,Brazil,60070,1054,2021-03-06,2021-03,2021,881950.0,570.0,391.0,1.4980842911877394,upward,7.0,9.0,1.5,upward
Acre,Brazil,60288,1063,2021-03-07,2021-03,2021,881935.0,218.0,394.0,1.5634920634920635,upward,9.0,10.0,1.6666666666666667,upward
Acre,Brazil,60656,1066,2021-03-08,2021-03,2021,881935.0,368.0,395.0,1.8202764976958525,upward,3.0,8.0,1.3333333333333333,upward
Acre,Brazil,60721,1071,2021-03-09,2021-03,2021,881935.0,65.0,378.0,1.3216783216783217,upward,5.0,8.0,1.3333333333333333,upward
Acre,Brazil,61121,1083,2021-03-10,2021-03,2021,881935.0,400.0,374.0,1.312280701754386,upward,12.0,8.0,1.6,upward
Acre,Brazil,61394,1094,2021-03-11,2021-03,2021,881935.0,273.0,359.0,1.180921052631579,upward,11.0,9.0,1.8,upward
Acre,Brazil,61709,1106,2021-03-12,2021-03,2021,881935.0,315.0,316.0,1.0193548387096774,stable,12.0,9.0,1.8,upward
Acre,Brazil,62332,1117,2021-03-13,2021-03,2021,881935.0,623.0,324.0,0.8733153638814016,stable,11.0,9.0,1.5,upward
Acre,Brazil,62620,1122,2021-03-14,2021-03,2021,881935.0,288.0,334.0,0.8498727735368957,stable,5.0,9.0,1.8,upward
Acre,Brazil,62940,1129,2021-03-15,2021-03,2021,881935.0,320.0,327.0,0.7822966507177034,stable,7.0,9.0,1.2857142857142858,upward
Acre,Brazil,63378,1140,2021-03-16,2021-03,2021,881935.0,438.0,380.0,1.0674157303370786,stable,11.0,10.0,1.4285714285714286,upward
Acre,Brazil,63721,1144,2021-03-17,2021-03,2021,881935.0,343.0,372.0,0.992,stable,4.0,9.0,1.125,stable
Acre,Brazil,64234,1156,2021-03-18,2021-03,2021,881935.0,513.0,406.0,1.0797872340425532,stable,12.0,9.0,1.125,stable
Acre,Brazil,64878,1168,2021-03-19,2021-03,2021,881935.0,644.0,453.0,1.143939393939394,stable,12.0,9.0,1.0,stable
Acre,Brazil,65275,1176,2021-03-20,2021-03,2021,881935.0,397.0,421.0,1.0767263427109974,stable,8.0,9.0,1.0,stable
Acre,Brazil,65446,1181,2021-03-21,2021-03,2021,881935.0,171.0,404.0,1.0253807106598984,stable,5.0,9.0,0.9,stable
Acre,Brazil,65959,1190,2021-03-22,2021-03,2021,881935.0,513.0,432.0,1.0936708860759494,stable,9.0,9.0,1.125,stable
Acre,Brazil,66290,1201,2021-03-23,2021-03,2021,881935.0,331.0,416.0,1.1005291005291005,stable,11.0,9.0,1.125,stable
Acre,Brazil,66744,1210,2021-03-24,2021-03,2021,881935.0,454.0,432.0,1.1550802139037433,upward,9.0,10.0,1.25,upward
Acre,Brazil,67292,1217,2021-03-25,2021-03,2021,881935.0,548.0,437.0,1.2172701949860725,upward,7.0,9.0,1.0,stable
Acre,Brazil,67777,1224,2021-03-26,2021-03,2021,881935.0,485.0,415.0,1.3132911392405062,upward,7.0,8.0,0.8888888888888888,stable
Acre,Brazil,68575,1229,2021-03-27,2021-03,2021,881935.0,798.0,472.0,1.4567901234567902,upward,5.0,8.0,0.8888888888888888,stable
Acre,Brazil,68742,1234,2021-03-28,2021-03,2021,881935.0,167.0,471.0,1.410179640718563,upward,5.0,8.0,0.8888888888888888,stable
Acre,Brazil,68905,1240,2021-03-29,2021-03,2021,881935.0,163.0,421.0,1.2874617737003058,upward,6.0,8.0,0.8888888888888888,stable
Acre,Brazil,69103,1253,2021-03-30,2021-03,2021,881935.0,198.0,402.0,1.0578947368421052,stable,13.0,8.0,0.8,stable
Acre,Brazil,69657,1262,2021-03-31,2021-03,2021,881935.0,554.0,417.0,1.1209677419354838,stable,9.0,8.0,0.8888888888888888,stable
Acre,Brazil,69988,1269,2021-04-01,2021-04,2021,881935.0,331.0,386.0,0.9507389162561576,stable,7.0,8.0,0.8888888888888888,stable
Acre,Brazil,70851,1280,2021-04-02,2021-04,2021,881935.0,863.0,440.0,0.9713024282560706,stable,11.0,8.0,0.8888888888888888,stable
Acre,Brazil,71062,1284,2021-04-03,2021-04,2021,881935.0,211.0,356.0,0.8456057007125891,stable,4.0,8.0,0.8888888888888888,stable
Acre,Brazil,71157,1291,2021-04-04,2021-04,2021,881935.0,95.0,345.0,0.8539603960396039,stable,7.0,9.0,1.0,stable
Acre,Brazil,71330,1298,2021-04-05,2021-04,2021,881935.0,173.0,347.0,0.8032407407407407,stable,7.0,9.0,1.0,stable
Acre,Brazil,71420,1306,2021-04-06,2021-04,2021,881935.0,90.0,331.0,0.7956730769230769,stable,8.0,8.0,0.8888888888888888,stable
Acre,Brazil,71880,1318,2021-04-07,2021-04,2021,881935.0,460.0,318.0,0.7361111111111112,downward,12.0,8.0,0.8,stable
Acre,Brazil,72403,1325,2021-04-08,2021-04,2021,881935.0,523.0,345.0,0.7894736842105263,stable,7.0,8.0,0.8888888888888888,stable
Acre,Brazil,72897,1334,2021-04-09,2021-04,2021,881935.0,494.0,293.0,0.7060240963855422,downward,9.0,8.0,1.0,stable
Acre,Brazil,73275,1339,2021-04-10,2021-04,2021,881935.0,378.0,317.0,0.6716101694915254,downward,5.0,8.0,1.0,stable
Acre,Brazil,73425,1343,2021-04-11,2021-04,2021,881935.0,150.0,324.0,0.6878980891719745,downward,4.0,8.0,1.0,stable
Acre,Brazil,73613,1353,2021-04-12,2021-04,2021,881935.0,188.0,327.0,0.7767220902612827,stable,10.0,8.0,1.0,stable
Acre,Brazil,74007,1367,2021-04-13,2021-04,2021,881935.0,394.0,370.0,0.9203980099502488,stable,14.0,9.0,1.125,stable
Acre,Brazil,74533,1374,2021-04-14,2021-04,2021,881935.0,526.0,379.0,0.9088729016786571,stable,7.0,8.0,1.0,stable
Acre,Brazil,74664,1383,2021-04-15,2021-04,2021,881935.0,131.0,323.0,0.8367875647668394,stable,9.0,9.0,1.125,stable
Acre,Brazil,75047,1395,2021-04-16,2021-04,2021,881935.0,383.0,308.0,0.7,downward,12.0,9.0,1.125,stable
Acre,Brazil,75334,1405,2021-04-17,2021-04,2021,881935.0,287.0,295.0,0.8286516853932584,stable,10.0,10.0,1.25,upward
Acre,Brazil,75405,1418,2021-04-18,2021-04,2021,881935.0,71.0,283.0,0.8202898550724638,stable,13.0,11.0,1.2222222222222223,upward
Acre,Brazil,75599,1433,2021-04-19,2021-04,2021,881935.0,194.0,284.0,0.8184438040345822,stable,15.0,12.0,1.3333333333333333,upward
Acre,Brazil,75640,1445,2021-04-20,2021-04,2021,881935.0,41.0,234.0,0.7069486404833837,downward,12.0,12.0,1.5,upward
Acre,Brazil,75879,1449,2021-04-21,2021-04,2021,881935.0,239.0,193.0,0.6069182389937107,downward,4.0,11.0,1.375,upward
Acre,Brazil,76212,1458,2021-04-22,2021-04,2021,881935.0,333.0,222.0,0.6434782608695652,downward,9.0,11.0,1.375,upward
Acre,Brazil,76376,1465,2021-04-23,2021-04,2021,881935.0,164.0,190.0,0.6484641638225256,downward,7.0,10.0,1.25,upward
Acre,Brazil,76603,1476,2021-04-24,2021-04,2021,881935.0,227.0,182.0,0.5741324921135647,downward,11.0,11.0,1.375,upward
Acre,Brazil,76747,1480,2021-04-25,2021-04,2021,881935.0,144.0,192.0,0.5925925925925926,downward,4.0,9.0,1.125,stable
Acre,Brazil,76971,1488,2021-04-26,2021-04,2021,881935.0,224.0,196.0,0.599388379204893,downward,8.0,8.0,1.0,stable
Acre,Brazil,77146,1500,2021-04-27,2021-04,2021,881935.0,175.0,216.0,0.5837837837837838,downward,12.0,8.0,0.8888888888888888,stable
Acre,Brazil,77298,1517,2021-04-28,2021-04,2021,881935.0,152.0,203.0,0.5356200527704486,downward,17.0,10.0,1.25,upward
Acre,Brazil,77535,1525,2021-04-29,2021-04,2021,881935.0,237.0,189.0,0.5851393188854489,downward,8.0,10.0,1.1111111111111112,stable
Acre,Brazil,77803,1529,2021-04-30,2021-04,2021,881935.0,268.0,204.0,0.6623376623376623,downward,4.0,10.0,1.1111111111111112,stable
Acre,Brazil,78016,1534,2021-05-01,2021-05,2021,881935.0,213.0,202.0,0.6847457627118644,downward,5.0,9.0,0.9,stable
Acre,Brazil,78152,1546,2021-05-02,2021-05,2021,881935.0,136.0,201.0,0.7102473498233216,downward,12.0,10.0,0.9090909090909091,stable
Acre,Brazil,78325,1552,2021-05-03,2021-05,2021,881935.0,173.0,194.0,0.6830985915492958,downward,6.0,10.0,0.8333333333333334,stable
Acre,Brazil,78440,1555,2021-05-04,2021-05,2021,881935.0,115.0,185.0,0.7905982905982906,stable,3.0,8.0,0.6666666666666666,downward
Acre,Brazil,78610,1563,2021-05-05,2021-05,2021,881935.0,170.0,188.0,0.9740932642487047,stable,8.0,7.0,0.6363636363636364,downward
Acre,Brazil,78889,1568,2021-05-06,2021-05,2021,881935.0,279.0,194.0,0.8738738738738738,stable,5.0,7.0,0.6363636363636364,downward
Acre,Brazil,79100,1575,2021-05-07,2021-05,2021,881935.0,211.0,186.0,0.9789473684210527,stable,7.0,7.0,0.7,downward
Acre,Brazil,79276,1585,2021-05-08,2021-05,2021,881935.0,176.0,180.0,0.989010989010989,stable,10.0,8.0,0.7272727272727273,downward
Acre,Brazil,79351,1589,2021-05-09,2021-05,2021,881935.0,75.0,172.0,0.8958333333333334,stable,4.0,7.0,0.7777777777777778,stable
Acre,Brazil,79476,1596,2021-05-10,2021-05,2021,881935.0,125.0,165.0,0.8418367346938775,stable,7.0,7.0,0.875,stable
Acre,Brazil,79510,1599,2021-05-11,2021-05,2021,881935.0,34.0,153.0,0.7083333333333334,downward,3.0,7.0,0.875,stable
Acre,Brazil,79718,1601,2021-05-12,2021-05,2021,881935.0,208.0,159.0,0.7832512315270936,stable,2.0,6.0,0.6,downward
Acre,Brazil,79955,1607,2021-05-13,2021-05,2021,881935.0,237.0,153.0,0.8095238095238095,stable,6.0,6.0,0.6,downward
Acre,Brazil,80177,1608,2021-05-14,2021-05,2021,881935.0,222.0,154.0,0.7549019607843137,stable,1.0,5.0,0.5,downward
Acre,Brazil,80338,1612,2021-05-15,2021-05,2021,881935.0,161.0,152.0,0.7524752475247525,stable,4.0,4.0,0.4444444444444444,downward
Acre,Brazil,80399,1614,2021-05-16,2021-05,2021,881935.0,61.0,150.0,0.746268656716418,downward,2.0,4.0,0.4,downward
Acre,Brazil,80561,1620,2021-05-17,2021-05,2021,881935.0,162.0,155.0,0.7989690721649485,stable,6.0,4.0,0.4,downward
Acre,Brazil,80590,1625,2021-05-18,2021-05,2021,881935.0,29.0,155.0,0.8378378378378378,stable,5.0,4.0,0.5,downward
Acre,Brazil,80688,1631,2021-05-19,2021-05,2021,881935.0,98.0,139.0,0.7393617021276596,downward,6.0,5.0,0.7142857142857143,downward
Acre,Brazil,80797,1632,2021-05-20,2021-05,2021,881935.0,109.0,121.0,0.6237113402061856,downward,1.0,4.0,0.5714285714285714,downward
Acre,Brazil,81235,1632,2021-05-21,2021-05,2021,881935.0,438.0,152.0,0.8172043010752689,stable,0.0,4.0,0.5714285714285714,downward
Acre,Brazil,81348,1633,2021-05-22,2021-05,2021,881935.0,113.0,145.0,0.8055555555555556,stable,1.0,3.0,0.375,downward
Acre,Brazil,81413,1635,2021-05-23,2021-05,2021,881935.0,65.0,145.0,0.8430232558139535,stable,2.0,3.0,0.42857142857142855,downward
Acre,Brazil,81505,1642,2021-05-24,2021-05,2021,881935.0,92.0,135.0,0.8181818181818182,stable,7.0,4.0,0.5714285714285714,downward
Acre,Brazil,81651,1649,2021-05-25,2021-05,2021,881935.0,146.0,152.0,0.9934640522875817,stable,7.0,4.0,0.5714285714285714,downward
Acre,Brazil,81850,1652,2021-05-26,2021-05,2021,881935.0,199.0,166.0,1.0440251572327044,stable,3.0,3.0,0.5,downward
Acre,Brazil,81980,1652,2021-05-27,2021-05,2021,881935.0,130.0,169.0,1.1045751633986929,stable,0.0,3.0,0.5,downward
Acre,Brazil,82149,1655,2021-05-28,2021-05,2021,881935.0,169.0,131.0,0.8506493506493507,stable,3.0,4.0,0.8,stable
Acre,Brazil,82207,1657,2021-05-29,2021-05,2021,881935.0,58.0,123.0,0.8092105263157895,stable,2.0,4.0,1.0,stable
Acre,Brazil,82478,1659,2021-05-30,2021-05,2021,881935.0,271.0,153.0,1.02,stable,2.0,4.0,1.0,stable
Acre,Brazil,82524,1662,2021-05-31,2021-05,2021,881935.0,46.0,146.0,0.9419354838709677,stable,3.0,3.0,0.75,stable
Acre,Brazil,82581,1669,2021-06-01,2021-06,2021,881935.0,57.0,133.0,0.8580645161290322,stable,7.0,3.0,0.75,stable
Acre,Brazil,82753,1676,2021-06-02,2021-06,2021,881935.0,172.0,129.0,0.9280575539568345,stable,7.0,4.0,0.8,stable
Acre,Brazil,82937,1680,2021-06-03,2021-06,2021,881935.0,184.0,137.0,1.1322314049586777,stable,4.0,4.0,1.0,stable
Acre,Brazil,83123,1682,2021-06-04,2021-06,2021,881935.0,186.0,140.0,0.9210526315789473,stable,2.0,4.0,1.0,stable
Acre,Brazil,83240,1686,2021-06-05,2021-06,2021,881935.0,117.0,148.0,1.0206896551724138,stable,4.0,5.0,1.6666666666666667,upward
Acre,Brazil,83306,1690,2021-06-06,2021-06,2021,881935.0,66.0,119.0,0.8206896551724138,stable,4.0,5.0,1.6666666666666667,upward
Acre,Brazil,83350,1692,2021-06-07,2021-06,2021,881935.0,44.0,118.0,0.8740740740740741,stable,2.0,5.0,1.25,upward
Acre,Brazil,83409,1697,2021-06-08,2021-06,2021,881935.0,59.0,119.0,0.7828947368421053,stable,5.0,4.0,1.0,stable
Acre,Brazil,83473,1697,2021-06-09,2021-06,2021,881935.0,64.0,103.0,0.6204819277108434,downward,0.0,3.0,1.0,stable
Acre,Brazil,83665,1699,2021-06-10,2021-06,2021,881935.0,192.0,104.0,0.6153846153846154,downward,2.0,3.0,1.0,stable
Acre,Brazil,84039,1701,2021-06-11,2021-06,2021,881935.0,374.0,131.0,1.0,stable,2.0,3.0,0.75,stable
Acre,Brazil,84104,1707,2021-06-12,2021-06,2021,881935.0,65.0,124.0,1.008130081300813,stable,6.0,3.0,0.75,stable
Acre,Brazil,84174,1712,2021-06-13,2021-06,2021,881935.0,70.0,124.0,0.8104575163398693,stable,5.0,4.0,1.0,stable
Acre,Brazil,84337,1719,2021-06-14,2021-06,2021,881935.0,163.0,141.0,0.9657534246575342,stable,7.0,4.0,1.3333333333333333,upward
Acre,Brazil,84404,1721,2021-06-15,2021-06,2021,881935.0,67.0,143.0,1.0751879699248121,stable,2.0,4.0,1.3333333333333333,upward
Acre,Brazil,84450,1723,2021-06-16,2021-06,2021,881935.0,46.0,140.0,1.0852713178294573,stable,2.0,4.0,1.0,stable
Acre,Brazil,84487,1725,2021-06-17,2021-06,2021,881935.0,37.0,118.0,0.8613138686131386,stable,2.0,4.0,1.0,stable
Acre,Brazil,84687,1728,2021-06-18,2021-06,2021,881935.0,200.0,93.0,0.6642857142857143,downward,3.0,4.0,1.0,stable
Acre,Brazil,84812,1729,2021-06-19,2021-06,2021,881935.0,125.0,102.0,0.6891891891891891,downward,1.0,4.0,0.8,stable
Acre,Brazil,84849,1730,2021-06-20,2021-06,2021,881935.0,37.0,97.0,0.8151260504201681,stable,1.0,3.0,0.6,downward
Acre,Brazil,84918,1732,2021-06-21,2021-06,2021,881935.0,69.0,83.0,0.7033898305084746,downward,2.0,2.0,0.4,downward
Acre,Brazil,84937,1734,2021-06-22,2021-06,2021,881935.0,19.0,77.0,0.6470588235294118,downward,2.0,2.0,0.5,downward
Acre,Brazil,85043,1734,2021-06-23,2021-06,2021,881935.0,106.0,85.0,0.8252427184466019,stable,0.0,2.0,0.6666666666666666,downward
Acre,Brazil,85128,1735,2021-06-24,2021-06,2021,881935.0,85.0,92.0,0.8846153846153846,stable,1.0,2.0,0.6666666666666666,downward
Acre,Brazil,85273,1736,2021-06-25,2021-06,2021,881935.0,145.0,84.0,0.6412213740458015,downward,1.0,2.0,0.6666666666666666,downward
Acre,Brazil,85383,1736,2021-06-26,2021-06,2021,881935.0,110.0,82.0,0.6612903225806451,downward,0.0,1.0,0.3333333333333333,downward
Acre,Brazil,85463,1736,2021-06-27,2021-06,2021,881935.0,80.0,88.0,0.7096774193548387,downward,0.0,1.0,0.25,downward
Acre,Brazil,85496,1736,2021-06-28,2021-06,2021,881935.0,33.0,83.0,0.5886524822695035,downward,0.0,1.0,0.25,downward
Acre,Brazil,85526,1738,2021-06-29,2021-06,2021,881935.0,30.0,85.0,0.5944055944055944,downward,2.0,1.0,0.25,downward
Acre,Brazil,85556,1738,2021-06-30,2021-06,2021,881935.0,30.0,74.0,0.5285714285714286,downward,0.0,1.0,0.25,downward
Acre,Brazil,85736,1741,2021-07-01,2021-07,2021,881935.0,180.0,87.0,0.7372881355932204,downward,3.0,1.0,0.25,downward
Acre,Brazil,85797,1742,2021-07-02,2021-07,2021,881935.0,61.0,75.0,0.8064516129032258,stable,1.0,1.0,0.25,downward
Acre,Brazil,85871,1746,2021-07-03,2021-07,2021,881935.0,74.0,70.0,0.6862745098039216,downward,4.0,2.0,0.5,downward
Acre,Brazil,85897,1752,2021-07-04,2021-07,2021,881935.0,26.0,62.0,0.6391752577319587,downward,6.0,3.0,1.0,stable
Acre,Brazil,85983,1757,2021-07-05,2021-07,2021,881935.0,86.0,70.0,0.8433734939759037,stable,5.0,3.0,1.5,upward
Acre,Brazil,85997,1760,2021-07-06,2021-07,2021,881935.0,14.0,68.0,0.8831168831168831,stable,3.0,4.0,2.0,upward
Acre,Brazil,86120,1761,2021-07-07,2021-07,2021,881935.0,123.0,81.0,0.9529411764705882,stable,1.0,4.0,2.0,upward
Acre,Brazil,86296,1761,2021-07-08,2021-07,2021,881935.0,176.0,80.0,0.8695652173913043,stable,0.0,3.0,1.5,upward
Acre,Brazil,86400,1764,2021-07-09,2021-07,2021,881935.0,104.0,87.0,1.0357142857142858,stable,3.0,4.0,2.0,upward
Acre,Brazil,86454,1766,2021-07-10,2021-07,2021,881935.0,54.0,84.0,1.024390243902439,stable,2.0,3.0,3.0,upward
Acre,Brazil,86467,1766,2021-07-11,2021-07,2021,881935.0,13.0,82.0,0.9318181818181818,stable,0.0,2.0,2.0,upward
Acre,Brazil,86481,1767,2021-07-12,2021-07,2021,881935.0,14.0,72.0,0.8674698795180723,stable,1.0,2.0,2.0,upward
Acre,Brazil,86492,1770,2021-07-13,2021-07,2021,881935.0,11.0,71.0,0.8352941176470589,stable,3.0,2.0,2.0,upward
Acre,Brazil,86544,1771,2021-07-14,2021-07,2021,881935.0,52.0,61.0,0.8243243243243243,stable,1.0,2.0,2.0,upward
Acre,Brazil,86595,1774,2021-07-15,2021-07,2021,881935.0,51.0,43.0,0.4942528735632184,downward,3.0,2.0,2.0,upward
Acre,Brazil,86644,1776,2021-07-16,2021-07,2021,881935.0,49.0,35.0,0.4666666666666667,downward,2.0,2.0,2.0,upward
Acre,Brazil,86664,1776,2021-07-17,2021-07,2021,881935.0,20.0,30.0,0.42857142857142855,downward,0.0,2.0,1.0,stable
Acre,Brazil,86680,1777,2021-07-18,2021-07,2021,881935.0,16.0,31.0,0.5,downward,1.0,2.0,0.6666666666666666,downward
Acre,Brazil,86729,1779,2021-07-19,2021-07,2021,881935.0,49.0,36.0,0.5142857142857142,downward,2.0,2.0,0.6666666666666666,downward
Acre,Brazil,86743,1780,2021-07-20,2021-07,2021,881935.0,14.0,36.0,0.5294117647058824,downward,1.0,2.0,0.5,downward
